,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2326,6zy6JNfrc4ve2M6xmhadLV,0.588,0.905,6.0,-3.315,1.0,0.0548,0.0714,0.0,0.171,0.43,108.75,3.0
2327,0a4ZGSRZOgspQy2HYzU82l,0.588,0.664,7.0,-5.18,1.0,0.159,0.043,4.3e-05,0.639,0.333,106.502,4.0
2328,1WnqWQcWcuQbVzgE7ecfCY,0.588,0.793,7.0,-6.23,1.0,0.0794,0.466,0.000647,0.913,0.694,76.997,5.0
2329,7MOCaEUbfGyq1K96umNVwJ,0.588,0.39,8.0,-7.753,1.0,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,4.0
2330,4BO4uejGfd1bQb1BSBxMuL,0.588,0.891,8.0,-3.411,1.0,0.03,0.104,0.0,0.077,0.413,86.998,4.0
2331,7LSpFCvRZZot2AlmkUzy9k,0.588,0.88,9.0,-6.117,0.0,0.0747,0.0976,0.000167,0.767,0.242,96.003,3.0
2332,1QxxBUAx42J8pIFYJJR880,0.588,0.576,9.0,-5.82,1.0,0.0543,0.369,0.0,0.105,0.226,122.081,4.0
2333,2nG54Y4a3sH9YpfxMolOyi,0.588,0.856,9.0,-5.242,0.0,0.0316,0.000818,0.0739,0.238,0.635,96.966,4.0
2334,4LkT6eAaE0ewY21VHfKoBv,0.588,0.402,10.0,-10.812,1.0,0.251,0.181,0.0,0.121,0.216,175.667,4.0
2335,6j5BK1cFX9TjJd5EXHGgAn,0.588,0.836,10.0,-4.036,0.0,0.0367,0.0279,0.0,0.0903,0.236,170.061,4.0
2336,6qzgPGToY6vUtEAYfZLl14,0.588,0.353,10.0,-9.465,1.0,0.0372,0.588,0.0,0.129,0.516,109.479,4.0
2337,4QKdiLnJ2fnvfLPUldoryF,0.588,0.809,11.0,-6.327,0.0,0.412,0.0235,0.0,0.324,0.696,103.0,4.0
2338,4Nomj38R7Ds0P8I8orW2Tv,0.588,0.847,11.0,-4.734,0.0,0.0675,0.0145,0.0,0.436,0.38,99.058,4.0
2339,6TpyujRefwsflWFXbmjVpj,0.588,0.55,1.0,-5.878,1.0,0.0269,0.166,8.67e-06,0.11,0.39,115.01,4.0
2340,2Cvdv8AWXuikxnLrMs5I13,0.588,0.916,1.0,-4.573,0.0,0.0373,0.00179,0.000646,0.295,0.768,110.045,4.0
2341,2BepFzUWfczDk68DXj10w3,0.588,0.555,1.0,-9.401,1.0,0.0334,0.447,0.0,0.0806,0.445,151.991,4.0
2342,4xInIiKipU1mtUogJ3ZdYr,0.588,0.684,1.0,-5.154,1.0,0.0288,0.511,0.0,0.141,0.12,85.993,4.0
2343,23luOrEVHMfoX0AhfbQuS6,0.588,0.479,1.0,-7.039,1.0,0.281,0.604,7.2e-06,0.527,0.434,150.414,4.0
2344,0lIHz63qelEXD9DALn5Qv6,0.713,0.17,0.0,-13.342,0.0,0.0794,0.875,0.897,0.0833,0.365,149.989,4.0
2345,6ihObRBTB8xdSH2mlERtOX,0.713,0.734,0.0,-4.894,0.0,0.325,0.548,0.0,0.0687,0.89,172.872,4.0
2346,6OGTrkbMrBdeIyOK4tjHSm,0.713,0.663,0.0,-3.749,1.0,0.0386,0.607,0.0,0.255,0.903,79.004,4.0
2347,4dvObSfgu2fiKIxcZxTaPs,0.713,0.496,0.0,-13.508,1.0,0.339,0.0164,0.229,0.0369,0.775,195.8,4.0
2348,0oF9jpn0n8afMpbHKgRd6J,0.713,0.792,0.0,-5.957,1.0,0.0467,0.103,0.00052,0.0698,0.81,139.976,4.0
2349,5qgAvjSTbjkTfICvUMH9WS,0.713,0.707,0.0,-4.582,1.0,0.0715,0.00219,0.0128,0.111,0.638,124.984,4.0
2350,4paAidoE8VAemwU4jgCc6l,0.713,0.62,0.0,-4.513,1.0,0.0422,0.171,1.16e-06,0.118,0.206,130.09,4.0
2351,7ancvwiSHq5uQSUCxW6IFY,0.713,0.57,2.0,-8.126,1.0,0.113,0.0425,0.0,0.131,0.155,159.99,4.0
2352,5G2c6FsfTzgYUzageCmfXY,0.713,0.718,2.0,-3.806,1.0,0.0278,0.00233,0.0,0.0838,0.656,126.999,4.0
2353,5bpx60gYQoDDJcP7vBygPB,0.713,0.408,4.0,-7.104,0.0,0.0308,0.0365,0.000285,0.0963,0.103,103.968,4.0
2354,3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.00377,0.309,0.343,100.001,4.0
2355,0UnVRlnakHYqA4bCRua63X,0.713,0.551,4.0,-7.593,0.0,0.29,0.107,3.66e-06,0.294,0.237,82.637,4.0
2356,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,4.0
2357,1bn8fjxuCLfnAaXZDx1tof,0.713,0.469,5.0,-7.778,0.0,0.0436,0.415,0.0,0.0999,0.369,127.837,4.0
2358,3HqGDrSOZ6LbBfX5EsiaAj,0.713,0.588,6.0,-10.292,0.0,0.267,0.000124,0.00734,0.365,0.598,141.1,4.0
2359,1CeizRCGEYPWooEeVfmyFL,0.713,0.541,6.0,-9.295,0.0,0.248,0.0617,0.000137,0.112,0.28,75.714,4.0
2360,5MxFWjuqQIsbNWbMdMdbli,0.713,0.703,8.0,-5.769,1.0,0.194,0.298,0.0,0.321,0.576,123.06,4.0
2361,5ncKa5K5qxoRDIn5p7Qqmm,0.713,0.257,8.0,-19.396,0.0,0.0864,0.0113,0.448,0.0454,0.91,179.997,4.0
2362,7K4VxvIXXbDbaVn6ARbch1,0.713,0.887,8.0,-4.564,1.0,0.0322,0.0387,1.79e-05,0.273,0.88,112.016,4.0
2363,1akgiRM3mN2nxu2AX6ACCW,0.713,0.826,8.0,-4.075,1.0,0.243,0.0897,0.0,0.421,0.664,86.444,4.0
2364,7BvCDrlYwJ5D9RUqvvs3BT,0.713,0.411,8.0,-8.24,1.0,0.0355,0.3,7.19e-05,0.0763,0.626,134.007,4.0
2365,1xK1Gg9SxG8fy2Ya373oqb,0.713,0.617,8.0,-4.637,1.0,0.0887,0.122,0.0,0.0962,0.682,168.021,4.0
2366,7fuoqve1SOEBmhc2PoQTF0,0.713,0.91,10.0,-5.586,0.0,0.282,0.34,0.0,0.304,0.51,83.028,4.0
2367,5zFglKYiknIxks8geR8rcL,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,4.0
2368,1oc92BMKYkNxK17C2GtyRM,0.713,0.689,11.0,-5.99,1.0,0.255,0.16,0.0,0.136,0.63,156.934,4.0
2369,1FV374EPG5CrjdIbIMLkcv,0.713,0.579,11.0,-8.066,1.0,0.0413,0.338,0.0,0.174,0.511,125.179,4.0
2370,6O7fPYTsb2mY0PiFt2ymDB,0.713,0.605,11.0,-7.487,1.0,0.107,0.497,3.46e-06,0.115,0.432,142.025,4.0
2371,77FVM2m7DYptj1geNF8PMm,0.713,0.718,1.0,-4.816,0.0,0.0749,0.0018,2.47e-05,0.095,0.396,87.925,4.0
2372,6rUmUJ2drFemHTH73bFAKQ,0.713,0.575,1.0,-6.706,1.0,0.0501,0.00669,0.0,0.169,0.189,145.95,4.0
2373,1BuZAIO8WZpavWVbbq3Lci,0.713,0.831,1.0,-4.75,0.0,0.149,0.0166,0.0,0.118,0.589,173.947,4.0
2374,6P5ulGKtC4x6RnFbzfpq8O,0.838,0.573,0.0,-5.667,1.0,0.275,0.0496,0.0,0.121,0.687,160.963,4.0
2375,4oPNN7syJYSjzDhRerF966,0.838,0.304,4.0,-9.975,0.0,0.0626,0.16,0.0267,0.0828,0.221,112.618,3.0
2376,5y4TDQdYzlT4eoQIPOgNDz,0.838,0.594,4.0,-5.695,0.0,0.113,0.176,0.0,0.0867,0.507,90.038,4.0
2377,7pWcjb71SqY2256QasmAhJ,0.838,0.942,5.0,-2.353,1.0,0.394,0.0725,0.0,0.142,0.961,79.935,4.0
2378,3OtMnyUaiipcAT23A8liyi,0.838,0.705,5.0,-5.201,0.0,0.0449,0.0184,1.82e-05,0.102,0.583,119.953,4.0
2379,7HMmFQsKsljwTw8bS7lu19,0.838,0.541,5.0,-6.746,1.0,0.0708,0.207,7.97e-05,0.103,0.637,114.996,4.0
2380,0c6xIDDpzE81m2q797ordA,0.838,0.72,7.0,-4.135,0.0,0.0483,0.0862,0.00697,0.0772,0.204,122.99,4.0
2381,4JNTpbntShpUpACDUzwHV5,0.838,0.763,10.0,-11.132,0.0,0.227,0.0914,1.39e-05,0.123,0.544,104.957,4.0
2382,6FTJuZtQZvmPPRFmrcno9J,0.838,0.686,1.0,-5.862,0.0,0.212,0.0981,0.0,0.0582,0.877,95.519,4.0
2383,1bTphHXspys3RvvRxfzzIc,0.838,0.724,1.0,-6.9,0.0,0.242,7.68e-05,1.02e-06,0.162,0.537,150.192,4.0
2384,1csF3mqDAQ33FuLJhV4ESS,0.838,0.906,1.0,-2.902,1.0,0.279,0.000431,0.0,0.227,0.719,165.105,4.0
2385,2pJZ1v8HezrAoZ0Fhzby92,0.838,0.492,1.0,-5.69,0.0,0.038,0.251,0.0,0.262,0.895,115.092,4.0
2386,2DQ1ITjI0YoLFzuADN1ZBW,0.838,0.771,1.0,-3.791,1.0,0.244,0.0117,0.0,0.0853,0.405,175.957,4.0
2387,6vN77lE9LK6HP2DewaN6HZ,0.963,0.346,5.0,-9.309,0.0,0.53,0.0355,0.0,0.108,0.562,119.957,4.0
2388,0fGh0trRN1xz3s41r7V5ce,0.963,0.643,1.0,-5.785,0.0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,4.0
2389,4toKW5Wsnc3nHL84QqlOSl,0.208,0.342,6.0,-8.703,1.0,0.0328,0.875,2.96e-06,0.0908,0.136,185.118,4.0
2390,7qvr0cKA0rEPpnPfRehWj5,0.208,0.641,9.0,-6.238,1.0,0.0297,0.422,0.974,0.233,0.34,87.459,4.0
2391,1s1x98eyZBTFpQ1KRCRd8f,0.291,0.695,0.0,-4.977,1.0,0.0468,0.0746,1.25e-05,0.158,0.178,141.696,4.0
2392,75p6fgACKYIyIhsoG411SZ,0.291,0.4,2.0,-10.615,1.0,0.0306,0.145,1.86e-05,0.259,0.0935,83.112,1.0
2393,2WCeDB0ppNhSVyiBNjPttT,0.291,0.156,5.0,-9.953,1.0,0.0337,0.894,0.0,0.116,0.198,80.684,4.0
2394,5z5ao3FAaVwHk1g7xuOBcB,0.291,0.735,9.0,-4.767,1.0,0.0415,0.000374,4.53e-06,0.0808,0.19,175.978,4.0
2395,0d0tJF80562KcMndcBcSfM,0.416,0.354,0.0,-6.357,1.0,0.0263,0.731,1e-06,0.0925,0.181,80.767,4.0
2396,2X42KFgnOSaxOHMG0nDOdj,0.416,0.84,0.0,-4.298,1.0,0.0787,0.0139,0.0,0.113,0.523,177.942,4.0
2397,7KeVXnlNls1D3BMa0oxgUW,0.416,0.384,4.0,-6.508,1.0,0.0262,0.3,0.0,0.106,0.177,137.451,3.0
2398,7vlPI45Zzzk0palLdKry4k,0.416,0.712,5.0,-6.671,0.0,0.384,0.438,0.0,0.0642,0.581,78.015,4.0
2399,7B1QliUMZv7gSTUGAfMRRD,0.416,0.546,7.0,-7.728,1.0,0.0297,0.492,0.0,0.0845,0.418,159.929,4.0
2400,5PZ2cqh9Yem2g6cTSOLllz,0.416,0.741,7.0,-4.001,1.0,0.0335,0.00804,0.0,0.273,0.286,160.515,4.0
2401,1gVVSmhWjci8l9Vrsl6HaS,0.416,0.819,9.0,-3.974,1.0,0.0613,0.000138,0.00108,0.147,0.632,140.083,4.0
2402,1VpTwecl7EbQiGyVsvwFQE,0.416,0.967,9.0,-2.289,0.0,0.109,0.000367,0.0,0.0632,0.431,171.032,4.0
2403,7epHo3miOIJ3fYEPAdCAf9,0.416,0.121,11.0,-16.499,1.0,0.0564,0.929,2.12e-05,0.109,0.19,170.251,3.0
2404,64bWFjtzBRVSllQz9H2RAY,0.416,0.747,11.0,-7.753,0.0,0.0519,0.0116,0.000124,0.0625,0.304,170.107,4.0
2405,6ZNZkRYqSrPwISR63lC4bu,0.416,0.854,1.0,-4.34,1.0,0.0908,0.0127,0.0,0.416,0.102,142.948,4.0
2406,3FtQes77xlbS9QTVts7p2u,0.582,0.749,0.0,-5.524,1.0,0.0389,0.00375,0.0,0.113,0.433,106.999,4.0
2407,1hoBuYInLOISSH4yqEicyi,0.582,0.901,0.0,-3.044,1.0,0.0571,0.00545,0.0,0.117,0.391,117.94,4.0
2408,2ssYQKMqVUkoQgi02PmDPB,0.582,0.564,0.0,-4.066,0.0,0.0837,0.0959,0.0,0.26,0.718,204.002,4.0
2409,0iQ77tSa7ncj7zBPtVx6cU,0.582,0.822,0.0,-4.861,1.0,0.0365,0.00749,2.09e-06,0.818,0.471,100.025,4.0
2410,1XVqh0dC0PIl72f2mQhsVt,0.582,0.846,0.0,-2.771,1.0,0.0451,0.022,0.0,0.133,0.736,92.004,4.0
2411,0nqhKXDjsyBMvbeWmgijD0,0.582,0.537,0.0,-9.229,1.0,0.619,0.129,0.0,0.0749,0.771,82.103,4.0
2412,0KqyBk4aVT88TEqBIC8mAP,0.582,0.829,2.0,-5.688,1.0,0.0465,0.000517,0.0,0.266,0.867,130.969,4.0
2413,0K1KOCeJBj3lpDYxEX9qP2,0.582,0.882,2.0,-4.256,1.0,0.0355,0.00189,1.03e-05,0.32,0.507,107.034,4.0
2414,78TTtXnFQPzwqlbtbwqN0y,0.582,0.272,2.0,-5.662,1.0,0.0501,0.875,0.0,0.13,0.354,205.846,4.0
2415,5CLMG0eAitcBauIR8zPukZ,0.582,0.487,2.0,-8.208,1.0,0.455,0.00168,0.0,0.0941,0.308,80.326,4.0
2416,4nQLt9m4p0fLUMOogvV6ZN,0.582,0.41,4.0,-6.796,1.0,0.0331,0.657,0.0,0.283,0.261,150.146,3.0
2417,0P9c1rdCeGAkCeS425KbI5,0.582,0.797,5.0,-4.926,1.0,0.0334,0.23,0.0,0.132,0.595,135.973,4.0
2418,2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,5.0,-3.848,1.0,0.0731,0.00324,0.0,0.223,0.655,103.027,4.0
2419,76gLq1wvQSFxR0tP4rgVKS,0.582,0.923,6.0,-6.782,1.0,0.0555,0.291,0.0,0.0621,0.953,161.934,4.0
2420,743UzZj0Yzh9IYJEzH2f5H,0.582,0.908,7.0,-5.641,1.0,0.0481,0.000406,0.0012,0.371,0.577,116.986,4.0
2421,3cjF2OFRmip8spwZYQRKxP,0.582,0.677,7.0,-7.081,1.0,0.172,0.0312,6.6e-06,0.122,0.205,193.818,4.0
2422,22DH8NChecsgPxDjA4pqer,0.582,0.557,8.0,-7.981,0.0,0.101,0.452,1.87e-05,0.121,0.211,84.989,4.0
2423,3u8m4E4pJn43otDkw2wXBs,0.582,0.797,9.0,-5.2,1.0,0.0301,0.153,0.0,0.282,0.744,90.881,4.0
2424,0JNdS1n0ifOP25XvhwAMgM,0.582,0.772,9.0,-6.544,1.0,0.0401,0.000343,0.0191,0.11,0.36,127.957,4.0
2425,23tyRvp2QIoxukwDvVxq3J,0.582,0.644,10.0,-6.047,0.0,0.384,0.0342,0.0,0.121,0.382,78.117,4.0
2426,2cTDAjspaQQ7NLyEGZ6JT8,0.582,0.766,10.0,-6.972,1.0,0.0398,0.0538,0.0,0.0794,0.548,147.338,4.0
2427,6r4LyNgkR7DmwgKj8Hbe6r,0.582,0.542,10.0,-10.041,1.0,0.0294,0.394,0.00113,0.123,0.453,90.919,4.0
2428,6Y9kdB2O0h9gq9y2vclsWT,0.582,0.621,11.0,-6.183,0.0,0.283,0.00317,0.0,0.111,0.331,179.458,4.0
2429,0vCTQcxSGAgjHaiAsIANKn,0.582,0.529,11.0,-7.637,1.0,0.0248,0.00961,0.000554,0.113,0.567,166.134,4.0
2430,14JFKtBSqefxfMiKhq6JT8,0.582,0.868,11.0,-3.927,1.0,0.0522,0.146,0.0,0.103,0.555,90.105,4.0
2431,1TE8AAk9koG0UJco6ZAUfx,0.582,0.568,1.0,-7.3,1.0,0.0275,0.577,0.0,0.105,0.394,121.991,3.0
2432,5uj2AfrbHQREGXVxhqhvyU,0.582,0.642,1.0,-4.925,1.0,0.307,0.274,2.98e-05,0.0717,0.936,85.565,4.0
2433,3T6MAweakkNrMYs8jZIWtg,0.582,0.568,1.0,-6.051,1.0,0.0297,0.196,0.0,0.0841,0.64,76.025,4.0
2434,75DjPjiIp2fvJDjtt41Jfs,0.707,0.538,0.0,-5.264,1.0,0.505,0.362,0.0,0.317,0.439,121.732,4.0
2435,0uqsdBw9KvD8jSWmfMmMAp,0.707,0.442,0.0,-10.395,0.0,0.339,0.0698,0.0,0.106,0.344,81.021,4.0
2436,3zQ61IRdlSbEyYQlwQZZxS,0.707,0.909,2.0,-3.501,1.0,0.261,0.413,0.0,0.305,0.703,145.014,4.0
2437,5Mmk2ii6laakqfeCT7OnVD,0.707,0.888,2.0,-6.959,1.0,0.0654,0.12,9.64e-05,0.07,0.714,121.543,4.0
2438,7HjapQv66LJbfq0R9YPn6w,0.707,0.685,2.0,-11.426,1.0,0.0598,0.13,0.0,0.141,0.599,89.477,4.0
2439,70bcc6oaCznrl7ZYeBFh7T,0.707,0.764,2.0,-4.831,1.0,0.0413,0.00104,0.000397,0.0659,0.654,112.029,4.0
2440,69w5X6uTrOaWM32IetSzvO,0.707,0.811,4.0,-5.298,0.0,0.0304,0.311,0.0152,0.131,0.899,113.971,4.0
2441,1blSBtrZgDJIWQl0BlAyov,0.707,0.867,4.0,-5.418,1.0,0.0339,0.221,0.00039,0.268,0.649,110.996,4.0
2442,33aow0AcXYvT1FoWNzMcqN,0.707,0.689,4.0,-7.097,0.0,0.0387,0.0255,0.0,0.383,0.41,119.987,4.0
2443,4AniPkv5vgdE1n6VKreiyI,0.707,0.642,7.0,-4.271,1.0,0.0337,0.204,0.0,0.0925,0.249,113.083,4.0
2444,1gihuPhrLraKYrJMAEONyc,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,4.0
2445,0440JCJyIAmINA8KcYgFb5,0.707,0.67,7.0,-6.328,0.0,0.257,0.0813,0.0,0.098,0.235,163.099,4.0
2446,3nHuKdFJZm78CoeBnDcFKe,0.707,0.68,8.0,-6.203,1.0,0.0884,0.274,0.0,0.0932,0.62,125.058,4.0
2447,1eIXYZWEfJO3Na2LCCnIJE,0.707,0.261,9.0,-10.139,0.0,0.0784,0.853,0.0,0.127,0.545,65.038,4.0
2448,5J1LBuPcII426fjeXy8Bv1,0.707,0.514,9.0,-7.286,0.0,0.0355,0.517,0.0,0.286,0.687,130.02,4.0
2449,1LhMopPAallLeaeNutqbgS,0.707,0.632,10.0,-7.031,1.0,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,4.0
2450,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.202,0.575,125.989,4.0
2451,5QMIQGJ7PiQyAH42SDIYs0,0.707,0.8,11.0,-5.567,0.0,0.0544,0.128,2.59e-05,0.3,0.354,124.991,4.0
2452,5QhBKPqsnX1uY9fZNaAtZg,0.707,0.923,11.0,-3.957,1.0,0.0521,0.128,0.000437,0.273,0.842,108.049,4.0
2453,3QfsB9tPwAjMb5b9P7r3Z5,0.707,0.451,11.0,-10.38,1.0,0.0761,0.309,0.0,0.0524,0.616,73.209,4.0
2454,2VOomzT6VavJOGBeySqaMc,0.707,0.814,11.0,-4.509,0.0,0.0577,0.0861,0.0,0.168,0.717,124.921,4.0
2455,02QQXgeAghpU4smdM7l7We,0.707,0.724,11.0,-3.887,0.0,0.051,0.0448,0.0,0.072,0.659,108.984,4.0
2456,08SB2OtZkaliju77WYEKxk,0.707,0.618,1.0,-5.825,0.0,0.19,0.17,0.0,0.293,0.517,133.876,4.0
2457,38R5sydMbsBzSPGPMfmtpb,0.707,0.444,1.0,-11.232,1.0,0.258,0.00152,0.0,0.125,0.322,164.117,4.0
2458,6HkmOvGpoYrJ1BdppBNp2t,0.707,0.813,1.0,-4.129,1.0,0.339,0.00649,0.000448,0.249,0.741,127.901,4.0
2459,7Bot6AB2dsvZEyqzUL8AUH,0.832,0.522,2.0,-7.244,1.0,0.05,0.012,0.079,0.377,0.253,150.044,4.0
2460,63MKNIWCCxtqnehwFhmYqp,0.832,0.454,2.0,-4.252,1.0,0.0513,0.0402,0.000497,0.0723,0.69,131.784,4.0
2461,5tdKaKLnC4SgtDZ6RlWeal,0.832,0.544,6.0,-12.697,1.0,0.0442,0.201,0.000139,0.632,0.928,119.49,4.0
2462,1RGIjMFMgJxkZHMDXVYzOJ,0.832,0.391,8.0,-8.504,1.0,0.0628,0.0564,0.0,0.224,0.436,104.961,4.0
2463,1DAibqbopEYULPEtE8WHTE,0.832,0.555,10.0,-7.766,0.0,0.116,0.0506,0.0,0.213,0.473,95.618,4.0
2464,27K0tchvM5KszaSJEX7fj5,0.832,0.928,1.0,-4.589,0.0,0.0571,0.0512,0.000224,0.0658,0.788,126.046,4.0
2465,645aNrBOT7qX6jKEOCQq8Q,0.832,0.683,1.0,-4.855,1.0,0.0606,0.00307,0.0314,0.0643,0.399,149.974,4.0
2466,1VLtjHwRWOVJiE5Py7JxoQ,0.832,0.534,1.0,-7.813,0.0,0.253,0.345,0.0,0.165,0.116,93.924,4.0
2467,4aarlAfLKVCTxUDNgbwhjH,0.957,0.437,11.0,-7.882,1.0,0.359,0.00402,0.0,0.219,0.616,130.058,4.0
2468,1iTWoKAdilGEmit6xhQZje,0.957,0.593,1.0,-6.982,1.0,0.301,0.06,0.0,0.0908,0.284,127.027,4.0
2469,1y3r6RXiJZNBV1EI0NggpS,0.144,0.541,0.0,-7.076,1.0,0.038,0.278,1.01e-05,0.101,0.0899,79.262,3.0
2470,2SVx3uds6jTWALFxevIWMA,0.288,0.638,4.0,-6.935,0.0,0.0779,0.133,8.16e-05,0.14,0.147,66.424,3.0
2471,5Nm9ERjJZ5oyfXZTECKmRt,0.413,0.42,0.0,-6.444,1.0,0.0416,0.588,6.39e-05,0.11,0.185,84.126,4.0
2472,50zq6W75v6WQWv9rGrGS0K,0.413,0.138,2.0,-16.149,1.0,0.0344,0.974,0.74,0.241,0.273,95.9,4.0
2473,6sSDEFMeyf16WRDLRCXwTc,0.413,0.836,3.0,-5.593,1.0,0.0371,0.0316,0.0,0.293,0.503,140.515,4.0
2474,04BSvYghzdxjSJNpee36er,0.413,0.969,4.0,-2.599,0.0,0.119,2.87e-05,0.000753,0.371,0.374,164.999,4.0
2475,0snQkGI5qnAmohLE7jTsTn,0.413,0.873,8.0,-4.151,1.0,0.0536,0.000264,0.00249,0.204,0.48,116.68,3.0
2476,0XqQxKtAdYbOC8OVIjWLZD,0.413,0.64,8.0,-5.811,1.0,0.0427,0.273,0.0,0.11,0.149,75.245,4.0
2477,4o1zYFH5QWKu3E4MiC6lgE,0.413,0.928,9.0,-3.671,1.0,0.321,0.106,0.0,0.331,0.469,83.203,4.0
2478,4mrVwQQiv8AkXoJWehbWsK,0.413,0.684,10.0,-6.099,1.0,0.0291,0.0557,4.76e-05,0.244,0.306,83.199,4.0
2479,608a1wIsSd5KzMEqm1O7w3,0.413,0.807,11.0,-3.499,0.0,0.318,0.0537,0.0,0.631,0.438,149.336,4.0
2480,53clAF7bqBycvstRI8CCbM,0.413,0.549,1.0,-5.369,1.0,0.0338,0.26,0.0,0.103,0.335,76.163,4.0
2481,6xZ3fQFc5MtlUofBqtsUgA,0.413,0.612,1.0,-6.625,1.0,0.0276,0.261,0.000875,0.132,0.23,173.412,4.0
2482,0rzaRSujxA0bKyjJl6vHYq,0.576,0.457,0.0,-6.473,1.0,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,4.0
2483,3CY7wjLc1CaAIrp9buEWhG,0.576,0.849,0.0,-5.199,1.0,0.0355,0.0678,0.0,0.278,0.482,119.999,4.0
2484,6wxwluMol35MvBMIej6NNl,0.576,0.751,0.0,-5.333,1.0,0.0469,0.334,0.0,0.139,0.479,91.051,4.0
2485,7oizkVPKiJYU5CyTjrcVp0,0.576,0.865,0.0,-3.288,1.0,0.0407,0.0343,5.32e-05,0.252,0.535,119.913,4.0
2486,5Wz9a5T5T3JgVDxMpX9BFu,0.576,0.302,2.0,-11.845,1.0,0.033,0.433,3.3e-05,0.133,0.145,70.932,4.0
2487,0RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,4.0
2488,2moTY9zKAZkRsODU4TUXY6,0.576,0.807,2.0,-4.602,1.0,0.0454,0.0157,0.0,0.0338,0.765,158.002,4.0
2489,2lNdc3jjPV4aWEfKH0gvH2,0.576,0.731,2.0,-6.343,1.0,0.0883,0.0534,0.0,0.308,0.19,87.865,4.0
2490,6kxaaIeowajN7w21PfMLbu,0.576,0.627,3.0,-4.649,0.0,0.0449,0.0385,0.0,0.181,0.311,164.998,4.0
2491,5SBq9xyhdx4BoOUo8tdxYs,0.576,0.242,3.0,-15.531,1.0,0.037,0.968,0.954,0.197,0.27,80.015,4.0
2492,3KEMjT3QVfKIl4E9DIcrmF,0.576,0.883,3.0,-2.839,0.0,0.063,0.0309,0.0,0.14,0.156,147.969,4.0
2493,2I4wcoJP7bT7PceIag67rn,0.576,0.814,6.0,-5.818,1.0,0.0363,0.216,1.35e-06,0.0969,0.766,98.024,4.0
2494,7kuZ5XTWm18LWFJ1CdijJV,0.576,0.496,6.0,-6.716,1.0,0.0264,0.0355,0.0,0.162,0.236,77.006,4.0
2495,7zqM7Wm2xJLZ50qAnTLoHD,0.576,0.515,6.0,-6.178,1.0,0.0295,0.0788,0.0,0.118,0.407,95.406,3.0
2496,1fvC3CmNAbsx0V9ULMU8NB,0.576,0.683,7.0,-5.103,1.0,0.118,0.41,0.0,0.0819,0.433,151.566,4.0
2497,52A0oY4u5ufxrHC85JGf4x,0.576,0.735,7.0,-6.75,1.0,0.091,0.00662,2.68e-06,0.475,0.455,104.992,4.0
2498,0pVckwSpyc30WvDUffQLk3,0.576,0.96,7.0,-4.456,0.0,0.0879,0.0934,1.57e-06,0.864,0.796,114.553,4.0
2499,1oHSFSaUdIHXTCE8GO0W9N,0.576,0.521,7.0,-12.748,0.0,0.0392,0.244,0.853,0.294,0.772,173.986,4.0
2500,461aKwfe43LKvJ1sm2BiHH,0.576,0.799,7.0,-5.385,1.0,0.0451,0.23,1.18e-06,0.143,0.189,149.98,4.0
2501,6cmlWpgZZ9G2BQPMKhl2wq,0.576,0.823,7.0,-4.285,1.0,0.0544,0.0263,3.75e-05,0.131,0.597,127.967,4.0
2502,6SjCa7LhEpPNiCxe3bLln4,0.576,0.86,8.0,-3.913,1.0,0.0394,0.000875,0.0,0.316,0.594,87.461,4.0
2503,0Utg7sirTPqrs6Cx0FbriQ,0.576,0.849,9.0,-3.057,1.0,0.0386,0.511,3.89e-05,0.109,0.666,137.982,4.0
2504,7rr3gguU3TcVnLZD9VzASE,0.576,0.815,10.0,-3.999,0.0,0.0267,0.142,0.0,0.267,0.56,130.032,4.0
2505,5yIiXdLRE85OBiQmCaUenq,0.576,0.726,11.0,-4.625,1.0,0.035,0.255,0.0,0.108,0.582,136.802,4.0
2506,3kOi5KZTcCOdqFlUjF9CDZ,0.576,0.843,11.0,-5.26,0.0,0.029,0.0214,8.04e-05,0.157,0.628,126.009,4.0
2507,3rSAjv9IPPFv87Pq72cgDB,0.576,0.524,1.0,-4.961,1.0,0.026,0.299,4.5e-06,0.13,0.263,75.963,4.0
2508,2qSkIjg1o9h3YT9RAgYN75,0.701,0.76,0.0,-5.478,1.0,0.0285,0.107,6.54e-05,0.185,0.69,103.969,4.0
